"country","continent","year","lifeExp","gdpPercap","pop"
"Montenegro","Europe",1962,63.728,4649.593785,474528
"Montenegro","Europe",1967,67.178,5907.850937,501035
"Montenegro","Europe",1972,70.636,7778.414017,527678
"Montenegro","Europe",1977,73.066,9595.929905,560073
"Montenegro","Europe",1982,74.101,11222.58762,562548
"Montenegro","Europe",1987,74.865,11732.51017,569473
"Montenegro","Europe",1992,75.435,7003.339037,621621
"Montenegro","Europe",1997,75.445,6465.613349,692651
"Montenegro","Europe",2002,73.981,6557.194282,720230
"Montenegro","Europe",2007,74.543,9253.896111,684736
"Morocco","Africa",1952,42.873,1688.20357,9939217
"Morocco","Africa",1957,45.423,1642.002314,11406350
"Morocco","Africa",1962,47.924,1566.353493,13056604
"Morocco","Africa",1967,50.335,1711.04477,14770296
"Morocco","Africa",1972,52.862,1930.194975,16660670
"Morocco","Africa",1977,55.73,2370.619976,18396941
"Morocco","Africa",1982,59.65,2702.620356,20198730
"Morocco","Africa",1987,62.677,2755.046991,22987397
"Morocco","Africa",1992,65.393,2948.047252,25798239
"Morocco","Africa",1997,67.66,2982.101858,28529501
"Morocco","Africa",2002,69.615,3258.495584,31167783
"Morocco","Africa",2007,71.164,3820.17523,33757175
"Mozambique","Africa",1952,31.286,468.5260381,6446316
"Mozambique","Africa",1957,33.779,495.5868333,7038035
"Mozambique","Africa",1962,36.161,556.6863539,7788944
"Mozambique","Africa",1967,38.113,566.6691539,8680909
"Mozambique","Africa",1972,40.328,724.9178037,9809596
"Mozambique","Africa",1977,42.495,502.3197334,11127868
"Mozambique","Africa",1982,42.795,462.2114149,12587223
"Mozambique","Africa",1987,42.861,389.8761846,12891952
"Mozambique","Africa",1992,44.284,410.8968239,13160731
"Mozambique","Africa",1997,46.344,472.3460771,16603334
"Mozambique","Africa",2002,44.026,633.6179466,18473780
"Mozambique","Africa",2007,42.082,823.6856205,19951656
"Myanmar","Asia",1952,36.319,331,20092996
"Myanmar","Asia",1957,41.905,350,21731844
"Myanmar","Asia",1962,45.108,388,23634436
"Myanmar","Asia",1967,49.379,349,25870271
"Myanmar","Asia",1972,53.07,357,28466390
"Myanmar","Asia",1977,56.059,371,31528087
"Myanmar","Asia",1982,58.056,424,34680442
"Myanmar","Asia",1987,58.339,385,38028578
"Myanmar","Asia",1992,59.32,347,40546538
"Myanmar","Asia",1997,60.328,415,43247867
"Myanmar","Asia",2002,59.908,611,45598081
"Myanmar","Asia",2007,62.069,944,47761980
"Namibia","Africa",1952,41.725,2423.780443,485831
"Namibia","Africa",1957,45.226,2621.448058,548080
"Namibia","Africa",1962,48.386,3173.215595,621392
"Namibia","Africa",1967,51.159,3793.694753,706640
"Namibia","Africa",1972,53.867,3746.080948,821782
"Namibia","Africa",1977,56.437,3876.485958,977026
"Namibia","Africa",1982,58.968,4191.100511,1099010
"Namibia","Africa",1987,60.835,3693.731337,1278184
"Namibia","Africa",1992,61.999,3804.537999,1554253
"Namibia","Africa",1997,58.909,3899.52426,1774766
"Namibia","Africa",2002,51.479,4072.324751,1972153
"Namibia","Africa",2007,52.906,4811.060429,2055080
"Nepal","Asia",1952,36.157,545.8657229,9182536
"Nepal","Asia",1957,37.686,597.9363558,9682338
"Nepal","Asia",1962,39.393,652.3968593,10332057
"Nepal","Asia",1967,41.472,676.4422254,11261690
"Nepal","Asia",1972,43.971,674.7881296,12412593
"Nepal","Asia",1977,46.748,694.1124398,13933198
"Nepal","Asia",1982,49.594,718.3730947,15796314
"Nepal","Asia",1987,52.537,775.6324501,17917180
"Nepal","Asia",1992,55.727,897.7403604,20326209
"Nepal","Asia",1997,59.426,1010.892138,23001113
"Nepal","Asia",2002,61.34,1057.206311,25873917
"Nepal","Asia",2007,63.785,1091.359778,28901790
"Netherlands","Europe",1952,72.13,8941.571858,10381988
"Netherlands","Europe",1957,72.99,11276.19344,11026383
"Netherlands","Europe",1962,73.23,12790.84956,11805689
"Netherlands","Europe",1967,73.82,15363.25136,12596822
"Netherlands","Europe",1972,73.75,18794.74567,13329874
"Netherlands","Europe",1977,75.24,21209.0592,13852989
"Netherlands","Europe",1982,76.05,21399.46046,14310401
"Netherlands","Europe",1987,76.83,23651.32361,14665278
"Netherlands","Europe",1992,77.42,26790.94961,15174244
"Netherlands","Europe",1997,78.03,30246.13063,15604464
"Netherlands","Europe",2002,78.53,33724.75778,16122830
"Netherlands","Europe",2007,79.762,36797.93332,16570613
"New Zealand","Oceania",1952,69.39,10556.57566,1994794
"New Zealand","Oceania",1957,70.26,12247.39532,2229407
"New Zealand","Oceania",1962,71.24,13175.678,2488550
"New Zealand","Oceania",1967,71.52,14463.91893,2728150
"New Zealand","Oceania",1972,71.89,16046.03728,2929100
"New Zealand","Oceania",1977,72.22,16233.7177,3164900
"New Zealand","Oceania",1982,73.84,17632.4104,3210650
"New Zealand","Oceania",1987,74.32,19007.19129,3317166
"New Zealand","Oceania",1992,76.33,18363.32494,3437674
"New Zealand","Oceania",1997,77.55,21050.41377,3676187
"New Zealand","Oceania",2002,79.11,23189.80135,3908037
"New Zealand","Oceania",2007,80.204,25185.00911,4115771
"Nicaragua","Americas",1952,42.314,3112.363948,1165790
"Nicaragua","Americas",1957,45.432,3457.415947,1358828
"Nicaragua","Americas",1962,48.632,3634.364406,1590597
"Nicaragua","Americas",1967,51.884,4643.393534,1865490
"Nicaragua","Americas",1972,55.151,4688.593267,2182908
"Nicaragua","Americas",1977,57.47,5486.371089,2554598
"Nicaragua","Americas",1982,59.298,3470.338156,2979423
"Nicaragua","Americas",1987,62.008,2955.984375,3344353
"Nicaragua","Americas",1992,65.843,2170.151724,4017939
"Nicaragua","Americas",1997,68.426,2253.023004,4609572
"Nicaragua","Americas",2002,70.836,2474.548819,5146848
"Nicaragua","Americas",2007,72.899,2749.320965,5675356
"Niger","Africa",1952,37.444,761.879376,3379468
"Niger","Africa",1957,38.598,835.5234025,3692184
"Niger","Africa",1962,39.487,997.7661127,4076008
"Niger","Africa",1967,40.118,1054.384891,4534062
"Niger","Africa",1972,40.546,954.2092363,5060262
"Niger","Africa",1977,41.291,808.8970728,5682086
"Niger","Africa",1982,42.598,909.7221354,6437188
"Niger","Africa",1987,44.555,668.3000228,7332638
"Niger","Africa",1992,47.391,581.182725,8392818
"Niger","Africa",1997,51.313,580.3052092,9666252
"Niger","Africa",2002,54.496,601.0745012,11140655
"Niger","Africa",2007,56.867,619.6768924,12894865
"Nigeria","Africa",1952,36.324,1077.281856,33119096
"Nigeria","Africa",1957,37.802,1100.592563,37173340
"Nigeria","Africa",1962,39.36,1150.927478,41871351
"Nigeria","Africa",1967,41.04,1014.514104,47287752
"Nigeria","Africa",1972,42.821,1698.388838,53740085
"Nigeria","Africa",1977,44.514,1981.951806,62209173
"Nigeria","Africa",1982,45.826,1576.97375,73039376
"Nigeria","Africa",1987,46.886,1385.029563,81551520
"Nigeria","Africa",1992,47.472,1619.848217,93364244
"Nigeria","Africa",1997,47.464,1624.941275,106207839
"Nigeria","Africa",2002,46.608,1615.286395,119901274
"Nigeria","Africa",2007,46.859,2013.977305,135031164
"Norway","Europe",1952,72.67,10095.42172,3327728
"Norway","Europe",1957,73.44,11653.97304,3491938
"Norway","Europe",1962,73.47,13450.40151,3638919
"Norway","Europe",1967,74.08,16361.87647,3786019
"Norway","Europe",1972,74.34,18965.05551,3933004
"Norway","Europe",1977,75.37,23311.34939,4043205
"Norway","Europe",1982,75.97,26298.63531,4114787
"Norway","Europe",1987,75.89,31540.9748,4186147
"Norway","Europe",1992,77.32,33965.66115,4286357
"Norway","Europe",1997,78.32,41283.16433,4405672
"Norway","Europe",2002,79.05,44683.97525,4535591
"Norway","Europe",2007,80.196,49357.19017,4627926
"Oman","Asia",1952,37.578,1828.230307,507833
"Oman","Asia",1957,40.08,2242.746551,561977
"Oman","Asia",1962,43.165,2924.638113,628164
"Oman","Asia",1967,46.988,4720.942687,714775
"Oman","Asia",1972,52.143,10618.03855,829050
"Oman","Asia",1977,57.367,11848.34392,1004533
"Oman","Asia",1982,62.728,12954.79101,1301048
"Oman","Asia",1987,67.734,18115.22313,1593882
"Oman","Asia",1992,71.197,18616.70691,1915208
"Oman","Asia",1997,72.499,19702.05581,2283635
"Oman","Asia",2002,74.193,19774.83687,2713462
"Oman","Asia",2007,75.64,22316.19287,3204897
"Pakistan","Asia",1952,43.436,684.5971438,41346560
"Pakistan","Asia",1957,45.557,747.0835292,46679944
"Pakistan","Asia",1962,47.67,803.3427418,53100671
"Pakistan","Asia",1967,49.8,942.4082588,60641899
"Pakistan","Asia",1972,51.929,1049.938981,69325921
"Pakistan","Asia",1977,54.043,1175.921193,78152686
"Pakistan","Asia",1982,56.158,1443.429832,91462088
"Pakistan","Asia",1987,58.245,1704.686583,105186881
"Pakistan","Asia",1992,60.838,1971.829464,120065004
"Pakistan","Asia",1997,61.818,2049.350521,135564834
"Pakistan","Asia",2002,63.61,2092.712441,153403524
"Pakistan","Asia",2007,65.483,2605.94758,169270617
"Panama","Americas",1952,55.191,2480.380334,940080
"Panama","Americas",1957,59.201,2961.800905,1063506
"Panama","Americas",1962,61.817,3536.540301,1215725
"Panama","Americas",1967,64.071,4421.009084,1405486
"Panama","Americas",1972,66.216,5364.249663,1616384
"Panama","Americas",1977,68.681,5351.912144,1839782
"Panama","Americas",1982,70.472,7009.601598,2036305
"Panama","Americas",1987,71.523,7034.779161,2253639
"Panama","Americas",1992,72.462,6618.74305,2484997
"Panama","Americas",1997,73.738,7113.692252,2734531
"Panama","Americas",2002,74.712,7356.031934,2990875
"Panama","Americas",2007,75.537,9809.185636,3242173
"Paraguay","Americas",1952,62.649,1952.308701,1555876
"Paraguay","Americas",1957,63.196,2046.154706,1770902
"Paraguay","Americas",1962,64.361,2148.027146,2009813
"Paraguay","Americas",1967,64.951,2299.376311,2287985
"Paraguay","Americas",1972,65.815,2523.337977,2614104
"Paraguay","Americas",1977,66.353,3248.373311,2984494
"Paraguay","Americas",1982,66.874,4258.503604,3366439
"Paraguay","Americas",1987,67.378,3998.875695,3886512
"Paraguay","Americas",1992,68.225,4196.411078,4483945
"Paraguay","Americas",1997,69.4,4247.400261,5154123
"Paraguay","Americas",2002,70.755,3783.674243,5884491
"Paraguay","Americas",2007,71.752,4172.838464,6667147
"Peru","Americas",1952,43.902,3758.523437,8025700
"Peru","Americas",1957,46.263,4245.256698,9146100
"Peru","Americas",1962,49.096,4957.037982,10516500
"Peru","Americas",1967,51.445,5788.09333,12132200
"Peru","Americas",1972,55.448,5937.827283,13954700
"Peru","Americas",1977,58.447,6281.290855,15990099
"Peru","Americas",1982,61.406,6434.501797,18125129
"Peru","Americas",1987,64.134,6360.943444,20195924
"Peru","Americas",1992,66.458,4446.380924,22430449
"Peru","Americas",1997,68.386,5838.347657,24748122
"Peru","Americas",2002,69.906,5909.020073,26769436
"Peru","Americas",2007,71.421,7408.905561,28674757
"Philippines","Asia",1952,47.752,1272.880995,22438691
"Philippines","Asia",1957,51.334,1547.944844,26072194
"Philippines","Asia",1962,54.757,1649.552153,30325264
"Philippines","Asia",1967,56.393,1814.12743,35356600
"Philippines","Asia",1972,58.065,1989.37407,40850141
"Philippines","Asia",1977,60.06,2373.204287,46850962
"Philippines","Asia",1982,62.082,2603.273765,53456774
"Philippines","Asia",1987,64.151,2189.634995,60017788
"Philippines","Asia",1992,66.458,2279.324017,67185766
"Philippines","Asia",1997,68.564,2536.534925,75012988
"Philippines","Asia",2002,70.303,2650.921068,82995088
"Philippines","Asia",2007,71.688,3190.481016,91077287
"Poland","Europe",1952,61.31,4029.329699,25730551
"Poland","Europe",1957,65.77,4734.253019,28235346
"Poland","Europe",1962,67.64,5338.752143,30329617
"Poland","Europe",1967,69.61,6557.152776,31785378
"Poland","Europe",1972,70.85,8006.506993,33039545
"Poland","Europe",1977,70.67,9508.141454,34621254
"Poland","Europe",1982,71.32,8451.531004,36227381
"Poland","Europe",1987,70.98,9082.351172,37740710
"Poland","Europe",1992,70.99,7738.881247,38370697
"Poland","Europe",1997,72.75,10159.58368,38654957
"Poland","Europe",2002,74.67,12002.23908,38625976
"Poland","Europe",2007,75.563,15389.92468,38518241
"Portugal","Europe",1952,59.82,3068.319867,8526050
"Portugal","Europe",1957,61.51,3774.571743,8817650
"Portugal","Europe",1962,64.39,4727.954889,9019800
"Portugal","Europe",1967,66.6,6361.517993,9103000
"Portugal","Europe",1972,69.26,9022.247417,8970450
"Portugal","Europe",1977,70.41,10172.48572,9662600
"Portugal","Europe",1982,72.77,11753.84291,9859650
"Portugal","Europe",1987,74.06,13039.30876,9915289
"Portugal","Europe",1992,74.86,16207.26663,9927680
"Portugal","Europe",1997,75.97,17641.03156,10156415
"Portugal","Europe",2002,77.29,19970.90787,10433867
"Portugal","Europe",2007,78.098,20509.64777,10642836
"Puerto Rico","Americas",1952,64.28,3081.959785,2227000
"Puerto Rico","Americas",1957,68.54,3907.156189,2260000
"Puerto Rico","Americas",1962,69.62,5108.34463,2448046
"Puerto Rico","Americas",1967,71.1,6929.277714,2648961
"Puerto Rico","Americas",1972,72.16,9123.041742,2847132
"Puerto Rico","Americas",1977,73.44,9770.524921,3080828
"Puerto Rico","Americas",1982,73.75,10330.98915,3279001
"Puerto Rico","Americas",1987,74.63,12281.34191,3444468
"Puerto Rico","Americas",1992,73.911,14641.58711,3585176
"Puerto Rico","Americas",1997,74.917,16999.4333,3759430
"Puerto Rico","Americas",2002,77.778,18855.60618,3859606
"Puerto Rico","Americas",2007,78.746,19328.70901,3942491
"Reunion","Africa",1952,52.724,2718.885295,257700
"Reunion","Africa",1957,55.09,2769.451844,308700
"Reunion","Africa",1962,57.666,3173.72334,358900
"Reunion","Africa",1967,60.542,4021.175739,414024
"Reunion","Africa",1972,64.274,5047.658563,461633
"Reunion","Africa",1977,67.064,4319.804067,492095
"Reunion","Africa",1982,69.885,5267.219353,517810
"Reunion","Africa",1987,71.913,5303.377488,562035
"Reunion","Africa",1992,73.615,6101.255823,622191
"Reunion","Africa",1997,74.772,6071.941411,684810
"Reunion","Africa",2002,75.744,6316.1652,743981
"Reunion","Africa",2007,76.442,7670.122558,798094
"Romania","Europe",1952,61.05,3144.613186,16630000
"Romania","Europe",1957,64.1,3943.370225,17829327
"Romania","Europe",1962,66.8,4734.997586,18680721
"Romania","Europe",1967,66.8,6470.866545,19284814
"Romania","Europe",1972,69.21,8011.414402,20662648
"Romania","Europe",1977,69.46,9356.39724,21658597
"Romania","Europe",1982,69.66,9605.314053,22356726
"Romania","Europe",1987,69.53,9696.273295,22686371
"Romania","Europe",1992,69.36,6598.409903,22797027
"Romania","Europe",1997,69.72,7346.547557,22562458
"Romania","Europe",2002,71.322,7885.360081,22404337
"Romania","Europe",2007,72.476,10808.47561,22276056
"Rwanda","Africa",1952,40,493.3238752,2534927
"Rwanda","Africa",1957,41.5,540.2893983,2822082
"Rwanda","Africa",1962,43,597.4730727,3051242
"Rwanda","Africa",1967,44.1,510.9637142,3451079
"Rwanda","Africa",1972,44.6,590.5806638,3992121
"Rwanda","Africa",1977,45,670.0806011,4657072
"Rwanda","Africa",1982,46.218,881.5706467,5507565
"Rwanda","Africa",1987,44.02,847.991217,6349365
"Rwanda","Africa",1992,23.599,737.0685949,7290203
"Rwanda","Africa",1997,36.087,589.9445051,7212583
"Rwanda","Africa",2002,43.413,785.6537648,7852401
"Rwanda","Africa",2007,46.242,863.0884639,8860588
"Sao Tome and Principe","Africa",1952,46.471,879.5835855,60011
"Sao Tome and Principe","Africa",1957,48.945,860.7369026,61325
"Sao Tome and Principe","Africa",1962,51.893,1071.551119,65345
"Sao Tome and Principe","Africa",1967,54.425,1384.840593,70787
"Sao Tome and Principe","Africa",1972,56.48,1532.985254,76595
"Sao Tome and Principe","Africa",1977,58.55,1737.561657,86796
"Sao Tome and Principe","Africa",1982,60.351,1890.218117,98593
"Sao Tome and Principe","Africa",1987,61.728,1516.525457,110812
"Sao Tome and Principe","Africa",1992,62.742,1428.777814,125911
"Sao Tome and Principe","Africa",1997,63.306,1339.076036,145608
"Sao Tome and Principe","Africa",2002,64.337,1353.09239,170372
"Sao Tome and Principe","Africa",2007,65.528,1598.435089,199579
"Saudi Arabia","Asia",1952,39.875,6459.554823,4005677
"Saudi Arabia","Asia",1957,42.868,8157.591248,4419650
"Saudi Arabia","Asia",1962,45.914,11626.41975,4943029
"Saudi Arabia","Asia",1967,49.901,16903.04886,5618198
"Saudi Arabia","Asia",1972,53.886,24837.42865,6472756
"Saudi Arabia","Asia",1977,58.69,34167.7626,8128505
"Saudi Arabia","Asia",1982,63.012,33693.17525,11254672
"Saudi Arabia","Asia",1987,66.295,21198.26136,14619745
"Saudi Arabia","Asia",1992,68.768,24841.61777,16945857
"Saudi Arabia","Asia",1997,70.533,20586.69019,21229759
"Saudi Arabia","Asia",2002,71.626,19014.54118,24501530
"Saudi Arabia","Asia",2007,72.777,21654.83194,27601038
"Senegal","Africa",1952,37.278,1450.356983,2755589
"Senegal","Africa",1957,39.329,1567.653006,3054547
"Senegal","Africa",1962,41.454,1654.988723,3430243
"Senegal","Africa",1967,43.563,1612.404632,3965841
"Senegal","Africa",1972,45.815,1597.712056,4588696
"Senegal","Africa",1977,48.879,1561.769116,5260855
"Senegal","Africa",1982,52.379,1518.479984,6147783
"Senegal","Africa",1987,55.769,1441.72072,7171347
"Senegal","Africa",1992,58.196,1367.899369,8307920
"Senegal","Africa",1997,60.187,1392.368347,9535314
"Senegal","Africa",2002,61.6,1519.635262,10870037
"Senegal","Africa",2007,63.062,1712.472136,12267493
"Serbia","Europe",1952,57.996,3581.459448,6860147
"Serbia","Europe",1957,61.685,4981.090891,7271135
"Serbia","Europe",1962,64.531,6289.629157,7616060
"Serbia","Europe",1967,66.914,7991.707066,7971222
"Serbia","Europe",1972,68.7,10522.06749,8313288
"Serbia","Europe",1977,70.3,12980.66956,8686367
"Serbia","Europe",1982,70.162,15181.0927,9032824
"Serbia","Europe",1987,71.218,15870.87851,9230783
"Serbia","Europe",1992,71.659,9325.068238,9826397
"Serbia","Europe",1997,72.232,7914.320304,10336594
"Serbia","Europe",2002,73.213,7236.075251,10111559
"Serbia","Europe",2007,74.002,9786.534714,10150265
"Sierra Leone","Africa",1952,30.331,879.7877358,2143249
"Sierra Leone","Africa",1957,31.57,1004.484437,2295678
"Sierra Leone","Africa",1962,32.767,1116.639877,2467895
"Sierra Leone","Africa",1967,34.113,1206.043465,2662190
"Sierra Leone","Africa",1972,35.4,1353.759762,2879013
"Sierra Leone","Africa",1977,36.788,1348.285159,3140897
"Sierra Leone","Africa",1982,38.445,1465.010784,3464522
"Sierra Leone","Africa",1987,40.006,1294.447788,3868905
"Sierra Leone","Africa",1992,38.333,1068.696278,4260884
"Sierra Leone","Africa",1997,39.897,574.6481576,4578212
"Sierra Leone","Africa",2002,41.012,699.489713,5359092
"Sierra Leone","Africa",2007,42.568,862.5407561,6144562
"Singapore","Asia",1952,60.396,2315.138227,1127000
"Singapore","Asia",1957,63.179,2843.104409,1445929
"Singapore","Asia",1962,65.798,3674.735572,1750200
"Singapore","Asia",1967,67.946,4977.41854,1977600
"Singapore","Asia",1972,69.521,8597.756202,2152400
"Singapore","Asia",1977,70.795,11210.08948,2325300
"Singapore","Asia",1982,71.76,15169.16112,2651869
"Singapore","Asia",1987,73.56,18861.53081,2794552
"Singapore","Asia",1992,75.788,24769.8912,3235865
"Singapore","Asia",1997,77.158,33519.4766,3802309
"Singapore","Asia",2002,78.77,36023.1054,4197776
"Singapore","Asia",2007,79.972,47143.17964,4553009
"Slovak Republic","Europe",1952,64.36,5074.659104,3558137
"Slovak Republic","Europe",1957,67.45,6093.26298,3844277
"Slovak Republic","Europe",1962,70.33,7481.107598,4237384
"Slovak Republic","Europe",1967,70.98,8412.902397,4442238
"Slovak Republic","Europe",1972,70.35,9674.167626,4593433
"Slovak Republic","Europe",1977,70.45,10922.66404,4827803
"Slovak Republic","Europe",1982,70.8,11348.54585,5048043
"Slovak Republic","Europe",1987,71.08,12037.26758,5199318
"Slovak Republic","Europe",1992,71.38,9498.467723,5302888
"Slovak Republic","Europe",1997,72.71,12126.23065,5383010
"Slovak Republic","Europe",2002,73.8,13638.77837,5410052
"Slovak Republic","Europe",2007,74.663,18678.31435,5447502
"Slovenia","Europe",1952,65.57,4215.041741,1489518
"Slovenia","Europe",1957,67.85,5862.276629,1533070
"Slovenia","Europe",1962,69.15,7402.303395,1582962
"Slovenia","Europe",1967,69.18,9405.489397,1646912
"Slovenia","Europe",1972,69.82,12383.4862,1694510
"Slovenia","Europe",1977,70.97,15277.03017,1746919
"Slovenia","Europe",1982,71.063,17866.72175,1861252
"Slovenia","Europe",1987,72.25,18678.53492,1945870
"Slovenia","Europe",1992,73.64,14214.71681,1999210
"Slovenia","Europe",1997,75.13,17161.10735,2011612
"Slovenia","Europe",2002,76.66,20660.01936,2011497
"Slovenia","Europe",2007,77.926,25768.25759,2009245
"Somalia","Africa",1952,32.978,1135.749842,2526994
"Somalia","Africa",1957,34.977,1258.147413,2780415
"Somalia","Africa",1962,36.981,1369.488336,3080153
"Somalia","Africa",1967,38.977,1284.73318,3428839
"Somalia","Africa",1972,40.973,1254.576127,3840161
"Somalia","Africa",1977,41.974,1450.992513,4353666
"Somalia","Africa",1982,42.955,1176.807031,5828892
"Somalia","Africa",1987,44.501,1093.244963,6921858
"Somalia","Africa",1992,39.658,926.9602964,6099799
"Somalia","Africa",1997,43.795,930.5964284,6633514
"Somalia","Africa",2002,45.936,882.0818218,7753310
"Somalia","Africa",2007,48.159,926.1410683,9118773
"South Africa","Africa",1952,45.009,4725.295531,14264935
"South Africa","Africa",1957,47.985,5487.104219,16151549
"South Africa","Africa",1962,49.951,5768.729717,18356657
"South Africa","Africa",1967,51.927,7114.477971,20997321
"South Africa","Africa",1972,53.696,7765.962636,23935810
"South Africa","Africa",1977,55.527,8028.651439,27129932
"South Africa","Africa",1982,58.161,8568.266228,31140029
"South Africa","Africa",1987,60.834,7825.823398,35933379
"South Africa","Africa",1992,61.888,7225.069258,39964159
"South Africa","Africa",1997,60.236,7479.188244,42835005
"South Africa","Africa",2002,53.365,7710.946444,44433622
"South Africa","Africa",2007,49.339,9269.657808,43997828
"Spain","Europe",1952,64.94,3834.034742,28549870
"Spain","Europe",1957,66.66,4564.80241,29841614
"Spain","Europe",1962,69.69,5693.843879,31158061
"Spain","Europe",1967,71.44,7993.512294,32850275
"Spain","Europe",1972,73.06,10638.75131,34513161
"Spain","Europe",1977,74.39,13236.92117,36439000
"Spain","Europe",1982,76.3,13926.16997,37983310
"Spain","Europe",1987,76.9,15764.98313,38880702
"Spain","Europe",1992,77.57,18603.06452,39549438
"Spain","Europe",1997,78.77,20445.29896,39855442
"Spain","Europe",2002,79.78,24835.47166,40152517
"Spain","Europe",2007,80.941,28821.0637,40448191
"Sri Lanka","Asia",1952,57.593,1083.53203,7982342
"Sri Lanka","Asia",1957,61.456,1072.546602,9128546
"Sri Lanka","Asia",1962,62.192,1074.47196,10421936
"Sri Lanka","Asia",1967,64.266,1135.514326,11737396
"Sri Lanka","Asia",1972,65.042,1213.39553,13016733
"Sri Lanka","Asia",1977,65.949,1348.775651,14116836
"Sri Lanka","Asia",1982,68.757,1648.079789,15410151
"Sri Lanka","Asia",1987,69.011,1876.766827,16495304
"Sri Lanka","Asia",1992,70.379,2153.739222,17587060
"Sri Lanka","Asia",1997,70.457,2664.477257,18698655
"Sri Lanka","Asia",2002,70.815,3015.378833,19576783
"Sri Lanka","Asia",2007,72.396,3970.095407,20378239
"Sudan","Africa",1952,38.635,1615.991129,8504667
"Sudan","Africa",1957,39.624,1770.337074,9753392
"Sudan","Africa",1962,40.87,1959.593767,11183227
"Sudan","Africa",1967,42.858,1687.997641,12716129
"Sudan","Africa",1972,45.083,1659.652775,14597019
"Sudan","Africa",1977,47.8,2202.988423,17104986
"Sudan","Africa",1982,50.338,1895.544073,20367053
"Sudan","Africa",1987,51.744,1507.819159,24725960
"Sudan","Africa",1992,53.556,1492.197043,28227588
"Sudan","Africa",1997,55.373,1632.210764,32160729
"Sudan","Africa",2002,56.369,1993.398314,37090298
"Sudan","Africa",2007,58.556,2602.394995,42292929
"Swaziland","Africa",1952,41.407,1148.376626,290243
"Swaziland","Africa",1957,43.424,1244.708364,326741
"Swaziland","Africa",1962,44.992,1856.182125,370006
"Swaziland","Africa",1967,46.633,2613.101665,420690
"Swaziland","Africa",1972,49.552,3364.836625,480105
"Swaziland","Africa",1977,52.537,3781.410618,551425
"Swaziland","Africa",1982,55.561,3895.384018,649901
"Swaziland","Africa",1987,57.678,3984.839812,779348
"Swaziland","Africa",1992,58.474,3553.0224,962344
"Swaziland","Africa",1997,54.289,3876.76846,1054486
"Swaziland","Africa",2002,43.869,4128.116943,1130269
"Swaziland","Africa",2007,39.613,4513.480643,1133066
"Sweden","Europe",1952,71.86,8527.844662,7124673
"Sweden","Europe",1957,72.49,9911.878226,7363802
"Sweden","Europe",1962,73.37,12329.44192,7561588
"Sweden","Europe",1967,74.16,15258.29697,7867931
"Sweden","Europe",1972,74.72,17832.02464,8122293
"Sweden","Europe",1977,75.44,18855.72521,8251648
"Sweden","Europe",1982,76.42,20667.38125,8325260
"Sweden","Europe",1987,77.19,23586.92927,8421403
"Sweden","Europe",1992,78.16,23880.01683,8718867
"Sweden","Europe",1997,79.39,25266.59499,8897619
"Sweden","Europe",2002,80.04,29341.63093,8954175
"Sweden","Europe",2007,80.884,33859.74835,9031088
"Switzerland","Europe",1952,69.62,14734.23275,4815000
"Switzerland","Europe",1957,70.56,17909.48973,5126000
"Switzerland","Europe",1962,71.32,20431.0927,5666000
"Switzerland","Europe",1967,72.77,22966.14432,6063000
"Switzerland","Europe",1972,73.78,27195.11304,6401400
"Switzerland","Europe",1977,75.39,26982.29052,6316424
"Switzerland","Europe",1982,76.21,28397.71512,6468126
"Switzerland","Europe",1987,77.41,30281.70459,6649942
"Switzerland","Europe",1992,78.03,31871.5303,6995447
"Switzerland","Europe",1997,79.37,32135.32301,7193761
"Switzerland","Europe",2002,80.62,34480.95771,7361757
"Switzerland","Europe",2007,81.701,37506.41907,7554661
"Syria","Asia",1952,45.883,1643.485354,3661549
"Syria","Asia",1957,48.284,2117.234893,4149908
"Syria","Asia",1962,50.305,2193.037133,4834621
"Syria","Asia",1967,53.655,1881.923632,5680812
"Syria","Asia",1972,57.296,2571.423014,6701172
"Syria","Asia",1977,61.195,3195.484582,7932503
"Syria","Asia",1982,64.59,3761.837715,9410494
"Syria","Asia",1987,66.974,3116.774285,11242847
"Syria","Asia",1992,69.249,3340.542768,13219062
"Syria","Asia",1997,71.527,4014.238972,15081016
"Syria","Asia",2002,73.053,4090.925331,17155814
"Syria","Asia",2007,74.143,4184.548089,19314747
"Taiwan","Asia",1952,58.5,1206.947913,8550362
"Taiwan","Asia",1957,62.4,1507.86129,10164215
"Taiwan","Asia",1962,65.2,1822.879028,11918938
"Taiwan","Asia",1967,67.5,2643.858681,13648692
"Taiwan","Asia",1972,69.39,4062.523897,15226039
"Taiwan","Asia",1977,70.59,5596.519826,16785196
"Taiwan","Asia",1982,72.16,7426.354774,18501390
"Taiwan","Asia",1987,73.4,11054.56175,19757799
"Taiwan","Asia",1992,74.26,15215.6579,20686918
"Taiwan","Asia",1997,75.25,20206.82098,21628605
"Taiwan","Asia",2002,76.99,23235.42329,22454239
"Taiwan","Asia",2007,78.4,28718.27684,23174294
"Tanzania","Africa",1952,41.215,716.6500721,8322925
"Tanzania","Africa",1957,42.974,698.5356073,9452826
"Tanzania","Africa",1962,44.246,722.0038073,10863958
"Tanzania","Africa",1967,45.757,848.2186575,12607312
"Tanzania","Africa",1972,47.62,915.9850592,14706593
"Tanzania","Africa",1977,49.919,962.4922932,17129565
